customer_tweet_id,customer_clean,brand_response,cluster,intent
295265,Fooled for the 9th time..! product still not delivered to me. Ur dlvry boy calld me to confirm my adrs and didn't turn up.. WHAT'S WRONG? 😤,@186333 We're sorry for the trouble. Please reach out to our support team here:  https://t.co/vlvfJr4nN9 and we'll help you. ^ZH,0,delivery_failed_or_wrong
1030185,Hi. My kindle has hung on the Screensaver & doesn't open. Please help. Thank you,@363740 Sorry about the trouble with your Kindle. Kindly report this our Kindle support team here:https://t.co/tc3VJIYzxn 1/2 ^EM,9,product_or_device
1577210,It says to contact seller but the item has already been dispatched and I’ve paid for delivery today and I don’t have it,"@485835 Once you follow the prompts, you should be able to pick your preferred contact method towards to bottom of the page. ^DW",6,delivery_delayed
697951,had to chase this little rascal to get my package today! Grabbed it right off my front porch #carlthecorgi #corgipuppy,"@286514 That wasn't very corgi-al of Carl! Who could stay mad at that sweet face, though? ❤️ ^FD",11,other
2881289,"Hesley Digital Weighing Scale with Advanced Step- on Technology HSB1,Elegant Black This one worked for a few days and stopped. Now the return window is also gone. I have lost money. No refund. Not working.",@799501 I'm sorry to know that the product you've ordered isn't working as expected. We'd be able to initiate a return request only within the return window. Post this you'd need to reach out to the manufacturer and they'll assist you further.Appreciate your understanding. ^EM,8,product_or_device
2972860,"I just found a package I thought I sent for return weeks ago. Is it too late? If it weren’t for the shoes being too small, I’d eat it, but I really hope I have time.",@310702 Have you purchased this item within 30 days? You can view if your order is eligible for return here: https://t.co/m0WYH8pucT Let me know if this helps! ^EB,11,return_or_refund
442756,"Ok, gracias. Lo reviso ahora. Saludos :)","@219956 Es todo un placer poderte ayudar. No dudes en contactarnos de nuevo si tienes alguna otra consulta. Estamos acá para ayudarte.
¡Saludos!
^FQ https://t.co/HANl2fSc1R",10,other
1268247,"Je note que la définition de votre service client pour ""assurer la bonne résolution de cet incident"" signifie encore 1 jour de retard en +.",@416949 Navrée pour cela. Je vous prie de patienter. ^MA,4,customer_service_complaint
177385,"Pues mírenlo ustedes , 4 veces en dos semanas me parece que se ríen de mi","@157765 Nosotros no tenemos acceso a tu cuenta a través de redes sociales. Sin compartir el número de pedido, ¿podrías indicarnos si el pedido fue gestionado por Amazon o por un vendedor desde nuestro sitio? ^CR",10,customer_service_complaint
1745573,Id no. NUM please try calling more than once in case we miss a call...you guys cant just postpone delivery,"@526328 Mayank, I'm so sorry for this situation. Please report this to our support team here: https://t.co/vlvfJr4nN9. ^MP",5,delivery_delayed
977710,I have amazon prime boxes all over my room and 1$ in my bank account,@351893 Oh no - but did you get anything exciting ? ^TD,1,payment_or_billing
789305,worst delivery experience..till now product not delivered full of false promises,@308221 I’d like to help you; please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon.^VH,0,delivery_delayed
2266870,Already called amazon customer service team 4 times,@659794 Apologies for the hassle. Please drop in your details here: https://t.co/GIJyeYqKE0. We’ll look into it. ^SB,2,customer_service_complaint
2539661,"please help in delivering this order 407- NUM - NUM on or before 20th november, since i want to gift this to my wife. Her birthday is on 21st nov.",@722230 Please don’t provide your order details as we consider them to be personal information. Our page is visible to the public. 2/2^SC,7,delivery_delayed
983393,So so happy with all the customer service you provide. Thank you so much for helping me out today. Hugs <3 Happy Diwali :),@353138 We too are happy to hear that. An amazing Diwali to you too :) ^HT,2,other
20734,J'ai demandé le remboursement Coucou plus la peine de vous pointer (si un jour vous pensiez vraiment livrer),"@120532 Je vous renouvelle mes excuses. j'espère que le problème a été résolu.
^YL",4,return_or_refund
2405141,"a driver has pulled up outside my house spent 5mins looking through his van, throwing boxes everywhere and driven off. Where's my package????? Missing by the looks of it!!!!!!!!!!",@691786 I am sorry to hear this Allun. Can I ask has your tracking been updated please? You can find this information through this link:  https://t.co/JzP7hlA23B. Thanks ^GA,11,delivery_not_received
2932752,Hey issue with the application now?,"@118118 Could you please confirm regarding which application? Example Amazon retail, Prime video, kindle. ^HR",8,other
2628875,will you PLEASE add the Mixes next to my tracks for my release #Imaginarium? Currently the EP has six tracks all with no distinction. The mix titles were sent to you by . Thank you!,@541189 We're happy to look into this for you. Please reach us directly at: https://t.co/hApLpMlfHN ^LI,3,product_information
353242,Sir my no. NUM please call,"@194888 As mentioned earlier, we can't access your account details from Twitter to make calls. ^HA",7,other
2298463,team im facing issue on my amazon seller account ?? Can u help i already droped mail also still didn't received any response..,@522900 Our support team would be happy to help you out! Please contact us here: https://t.co/vo68VhWyUi. ^MP,9,account_access
2542970,"i cant load money into amazon pay, your customer care number behaving queer, i have no way of lodging a complaint. are u helpful? let me try. krishna NUM","@722964 I'm sorry to know that you are unable to load money into your amazon pay balance. Kindly drop your details here: https://t.co/GIJyeYqKE0 and we'll look into it. Please don't provide your account details,(1/2) ^GD",2,payment_or_billing
698723,given 2 orders frm amazon tracking # NUM & NUM of .Out of delivery dated 10th oct but yet not recvd,"@286671 Please don't provide your order details, as we consider them to be personal info. Our page is visible to the public. (2/2) ^GK",7,delivery_delayed
2533198,Amazon Prime .. what a bad service this is fast becoming. Absolutely awful. Pay for next day delivery .. no excuses just shrugged shoulders when delivery man questioned. Dire - and soon to be dropped.,@720877 Give us a call Vivian and we'll look into this for you. Here's a link for you to use:  https://t.co/JzP7hlA23B ^EM,6,delivery_delayed
1932466,you’ve charged my card for amazon prime when it’s not my card that it’s registered under?,"@575057 I'm sorry for the trouble, Megan! You can cancel Prime for a refund here: https://t.co/eIz9deVCkJ ^NC",1,prime_subscription
249776,So far i have been following for refund now saw replacement order has been shipped. Not sure what's going on here.I am looking for refund.,@175368 Kindly drop your details through the link provided above so that we can look into the issue and get back to you. ^SH,8,return_or_refund
2602328,"hello, I want to purchase for the 3 months of Amazon music (black Friday deal) but I can't seem to get it anywhere, it just keeps offering me standard pricing ?","@736499 Hi, here is the link for the offer of Music Unlimited for £0.99 for 3 months: https://t.co/AagFdrbTNV. This offer is for new customers. If you've had the subscription in the past it will charge you the standard price. ^ES",5,product_information
2981603,"#Amazon #Logistics is the laziest, worst delivery service in the world.",@822356 Sorry for the trouble! We'd like to look into your experience. Please pass your details here: https://t.co/DTO2tcytfp ^ST,6,customer_service_complaint
1272924,I am receiving msgs that due to aditional address req. Packge could not be delivered.Though I am receiving other packages daily.,"@199156 here: https://t.co/2t6DQoUmNZ, we'll get back to you soon. 2/2^AP",0,delivery_failed_or_wrong
817570,"Malheureusement, il s'agit de deux produits, tous les deux non vendus par Amazon. Je vais annuler la commande ce sera plus simple. Merci",@314733 afin que je puisse rempnter le cas et éviter que cela se reproduise à l'avenir. Merci 2/2 ^RA,4,order_status
1570868,It's almost one month and still you are saying it will take 5 days ..pathetic service..,@469806 Please fill this form: https://t.co/beaaDm0muc and we'll contact you at the earliest. (2/2) ^MO,2,delivery_delayed
227080,I love .. there was a minor error on my delivery and they still gave me a free month of prime and 20% off that purchase! 🙏🏽,@170165 Thanks for the nice feedback. ^KM,6,prime_subscription
2492232,There has been an issue with refund process because of mismatch of the return id generated as result of cancellation of pickup by your Amazon delivery partner.Please resolve my issue ASAP,@428729 I'm sorry for the inconvenience. Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. ^MK,8,return_or_refund
1008510,I love you guys but I'm going to need you all to invest in smaller boxes. This is just a shade ridiculous.,@358645 We strive to meet our customers' expectations. Please send us your feedback using this info: https://t.co/DD2D5df1TF ^DO,5,other
566611,"I finally got an email confirming the order cancellation. It said I would only be charged for items that have been shipped but the item I cancelled had not yet been shipped, so will I get a full refund back? Is there something else I need to do in order to get my refund?",@252847 We charge you for items only when they ship out. What you may be seeing is a bank authorization. More information on bank authorizations may be found on this Help page:  https://t.co/qT63JHb3sN ^DO,8,return_or_refund
2549856,Spoke to customer care executive. Thanks.,"@539444 It is our pleasure assisting you, Reshma. Do let us know if the issue persists. ^KS",2,other
1724450,- why GUARANTEE Prime delivery when really you mean Mon or Wed or maybe after Thurs?? Not cool. #amazonMAYBEdelivery,@521581 I'm sorry we let you down! Were we able to provide a reason for the delay? Keep us posted! ^BN,6,delivery_delayed
932686,It was on .de with id: __email__,"@341234 Please get in touch with us, the Amazon.de Social Media Team: https://t.co/br7bhrlJn8 We would like to have a look into this. ^SK",3,account_access
1651228,All come through Amazon Prime.,"@504289 Apologies for the poor experience Shelagh. This is not the service we expect. 
Were you provided with a revised delivery date? ^TP",1,prime_subscription
710625,"escalated the issue with support team, no help there, had to place a new order. False claims by delivery agent and agency 2/2",@289777 We completely regret about the bad experience. I'll share this as a feedback to the concerned team for improvement. ^NR,9,customer_service_complaint
686656,Not really. I’ve tried to return the parcel but the label you’ve provided isn’t suitable for package. I need to be provided a new level. Is this possible?,"@283953 Hi Rob, sorry to hear that. You should be able to create a new label using our online returns center: https://t.co/3bvymaFrQj Let me know how you get on.^TI",11,return_or_refund
2319525,"Wir haben Mittwochmorgen Briefumschläge auf mit Amazon Prime, bestellt. Ratet mal wer noch immer keine Geschäftsbriefe rausschicken kann.",@672298 Bitte dies beim Kundenservice via https://t.co/ohyvGrpvrY  melden. Danke!^RS,1,delivery_delayed
1061349,atleast tell me that your product will not be delivered......f..k off,"@370608 We've responded to you here: https://t.co/q3yl2URsPK, Suraj. Please click on the link for more information. ^KS",0,delivery_delayed
1276267,"hello, amazon have told me that my package has been delivered however it hasn't","@418736 Hi, Cole! Sorry you've not received it. Here's how to locate parcels that have been marked delivered: https://t.co/jtum9lfJUo ^KL",11,delivery_not_received
707947,There's no option of changing the Registered Mobile Number in your App. Need to change the number urgently. Pl help.,@206099 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,9,account_access
2599758,What the hell is this(delivered product is different then ordered product) ?...don’t say return v ll give u money back ..I need actual product anyhow. #Fraud #amazon,@735957 Sorry that you have received wrong product. This was never intended. Please report it to our support team here: https://t.co/NzfHJY3xVa so that we can assist you accordingly. 1/2^SC,0,delivery_failed_or_wrong
2291062,pathetic service from Amazon. After a week not get my return..😡,@665454 I'm sorry about the delay. Please reach out to us here: https://t.co/vlvfJr4nN9 we'd like to help. ^SG,1,return_or_refund
83520,Package appeared! 😁 Carried out extensive door-to-door enquiries & it was handed to someone in another part of the street last night. No communication - just shoved into her hands! Driver then ran off & ignored her calling him.,"@134351 Great news!!! Thanks for letting us know too, appreciate you keeping us posted. Please also provide feedback on this delivery experience to us via: https://t.co/JzP7hlA23B we can ensure it is highlighted to the carrier. Thank you. ^NV",11,delivery_failed_or_wrong
350609,"Ordered iPhone7 15 days ago.Shows delivered but I haven't received. 2 rounds of ""investigation"" and still no update.Pathetic!",@199418 I'm sorry you've not received the order. We'd like to look into it and help you. Kindly fill in your details (1/2)^AP,0,delivery_not_received
1661801,Thanks Amazon!,"@506822 Hey, you're welcome! Have a great day 😊 ^TS",1,other
2764436,"Link is not working,see the latest status now they sat delivery date is 26 nov. what nonsense.","@772575 Could you please confirm, whether you have shared your details through the link provided earlier? ^MD",6,order_status
2146728,lost my package and don't want refund and replacement... #abused,@631054 Hello! I'm really sorry you haven't received your order. Who was the carrier for your order? We'd like to help if we can! ^AJ,8,delivery_not_received
349434,Is someone listening????????? :Kindly help in reaching out to prevent consumers from getting conned,@158476 That's quite a remark. I would like to help. May I know what went wrong? ^HR,9,fraud_or_security
2179065,"Yes and please tell the courier company to stop calling me now. Its 2 days late and NOT needed. Return and refund, no excuses no more calls","@356999 We've sent a correspondence to your registered email address, request you to check the same and reply to it. ^SH",8,return_or_refund
1326877,If u have understand my disappointment then you would have delivered the product till now that the only thing i want. No Emails sent by you😨,@295979 You should've received an email in response to the details you shared in the link. Check your inbox and spam folder. ^NR,0,delivery_delayed
1741028,my man preordered the #ProjectScorpio & it arrived today... congrats it’s a paperweight #sopissed fix it #dreamscrushed,@525273 We'd be happy to look into available help options with you here: https://t.co/hApLpMlfHN ^NC,3,product_or_device
476876,I am still waiting for a delivery that was expected on Tuesday. What should I do?,"@228331 I'm sorry to hear about the wait! Have you received any updated shipping information? Please check here: https://t.co/aaDyEz1VgE

-RD",6,delivery_delayed
2399582,Le mande un sms diciendole que porque lo dejaba ahi que me parecia fatal y que iba a poner reclamacion. Y no me ha ni cnt.,"@690482 Entiendo, por favor reporta lo sucedido con directamente con nuestro SAC mediante este enlace: https://t.co/OjvUxwnzPe ^AZ",10,delivery_failed_or_wrong
531604,Ya me llegaron 😍😍 #HarryPotter,"@243148 ¡Que emoción Eric! 🤗 Cuéntanos, ¿que libro vas a leer primero? ^AZ https://t.co/ETLcJfa63j",10,other
2807340,When you get the shipping notification 10 minutes before your package is supposed to be delivered. #primefail,"@782941 That is odd! When you check the ""Track Package""option in your order history does the shipping status agree with the notification you received? ^CH",0,delivery_delayed
707345,entonces me CONFIRMAS que no se realizó ningún cobro a mi tarjeta???,"@289103 Como te comentamos, Amazon cobra cuando se envía el pedido. Si el pedido fue cancelado, no te cobraremos. ^JQ",10,payment_or_billing
326315,"Thanks Satish for sending the most unproductive message. Words like, you will get it at the earliest, not our intention, does not help.",@193740 Looks like you had an unpleasant experience with us. Please wait for our team to reach out to you soon with an update. ^VM,9,customer_service_complaint
259956,Réveillez moi quand le livreur amazon sera la Merci bonne nuit,"@177841 Bonsoir, attendiez-vous une livraison pour ce soir ? Que dit le suivi de votre colis ? ^MH",4,order_status
1047238,Order #:408- NUM - NUM Status of my product was showing out for delivery from last 3 days.,@367526 We're responding to your query via DM. Kindly check. 1/2 ^PS,7,delivery_delayed
1821608,my order has places successfully and cancelled today automatically is this same with you guys also?,@326546 reason for cancellation. Request you to check the same. 2/2 ^SH,3,order_status
322640,I send allready ! But amzon nude fact is that ! Worst Amazon.worthless Amazon . You dosent care about customer s care.,@192851 Thanks for confirming that the details have been shared. We'll check and revert accordingly. ^AB,2,customer_service_complaint
990661,"This is what i get from Amazon, and when i place order for refund these guys say that its not theirs. Shame on u for NUM Rs FO",@354547 Please fill in your details using the link: https://t.co/JzRdscmdH9 and I'll get in touch with you soon. ^AK (2/3),8,return_or_refund
204951,I was trying to leave a review for Elites of Eden on amazon but it kept crashing what the hell,@164545 We're sorry you've been having issues with this; is there a specific error message that comes up when you try to post? ^WM,1,product_or_device
1033050,Worst service after waiting 20 days parcel not delivered. Customer agent are very rude#Unhappy,@216200 Sorry about that. May I know if you have filled in the details from the link provided earlier? ^BS,2,delivery_delayed
176344,"Yo getting real annoying with these ""guaranteed"" delivery dates being inaccurate. Like five in a row now.","@157495 I'm sorry for the trouble with your recent deliveries! Are you currently missing an order? If so, have you had a chance to reach us by phone or chat for our available options: https://t.co/hApLpMlfHN? ^LR",6,delivery_delayed
814415,402- NUM - NUM what's up Amazon? You also started cheating us on status to beat festive load?!,@313958 We've responded to your query here: https://t.co/AXyCKk0pzJ. 1/2 ^HD,7,order_status
2126647,"I listed my product but it's not showing up! I am paying the fees. Not happy about that. Please, help-ASAP! I have been emailing...THANKS!",@626205 When did you e-mail us? It may take up to 24 hours to receive a response. Let us know if it has exceeded that time frame. ^SK,9,product_information
351124,406- NUM - NUM order shows as delivered but it was not delivered to me or my security guard. plz look into it,@199539 That's strange! Have you reported this to our support team here: https://t.co/9CJEfVC2D8) ^VR,7,delivery_not_received
578398,Would like to thank for the help last month been a big help and understanding have a great day,"@256157 It was our pleasure, you can count on us. ^BD",9,other
535081,It is a fake company they sell very poor quality product and they even do't provide you services please i request all Indians don't purchase anything from amazon,"@231112 Unless you reply to our e-mail correspondence, we're unable to offer any further insight into the issue. Appreciate your understanding. ^AH",1,customer_service_complaint
1526877,how do I cancel Amazon prime??,@322315 If not you can find how to manager your Amazon account here: https://t.co/n7iHx9CEJ8 (2/2) ^LS,1,prime_subscription
490600,"Is anyone else getting fed up with ? I have #AmazonPrime, yet packages arrive late more than they should, and I now have a missing order of #BlackFriday movies that vanished as soon as it left the warehouse. #CustomerService was not much help, either. This is getting old.",@231867 Hello! I'm so sorry to hear you're having an issue with deliveries! What options were we able to provide regarding the missing package when you contacted us? ^RO,9,delivery_delayed
